t,x,y,z,xdot,ydot,zdot,des_x,des_y,des_z,des_xdot,des_ydot,des_zdot
0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.00015144,3.4726e-05,0.010867,0.005887,0.0023602,0.44966,0.0001562,4.2296e-05,0.017383,0.0058086,0.0024448,0.5992
0.1,0.00052515,0.0002868,0.041502,0.0086492,0.0077441,0.64534,0.00053691,0.00031977,0.050308,0.0089761,0.0094027,0.62251
0.15,0.00097354,0.00087454,0.069605,0.0084913,0.016759,0.49273,0.00097646,0.0010196,0.076959,0.00758,0.01867,0.46922
0.2,0.0012475,0.0019894,0.093121,0.0012115,0.027678,0.47311,0.0011923,0.0021947,0.099798,3.1546e-05,0.028392,0.46922
0.25,0.0010114,0.0035821,0.11788,-0.011389,0.034999,0.51243,0.0008863,0.0038037,0.12439,-0.01315,0.035047,0.50771
0.3,2.3799e-05,0.0053979,0.14371,-0.028964,0.036747,0.51442,-0.00021048,0.0056073,0.14988,-0.03155,0.036139,0.50522
0.35,-0.0019397,0.0071358,0.1691,-0.049529,0.031126,0.50222,-0.0022926,0.0072808,0.17482,-0.051675,0.029223,0.49401
0.4,-0.0049184,0.0083465,0.1941,-0.069542,0.015714,0.4996,-0.0053716,0.0083718,0.19946,-0.071321,0.012856,0.49314
0.45,-0.0088185,0.0085618,0.2191,-0.084985,-0.0084348,0.49977,-0.0093248,0.0084244,0.22414,-0.085444,-0.012107,0.49353
0.5,-0.013275,0.0073676,0.24402,-0.091921,-0.040682,0.49663,-0.013779,0.0070258,0.24875,-0.091281,-0.045075,0.49045
0.55,-0.017825,0.0044209,0.26874,-0.087712,-0.077238,0.49202,-0.018249,0.003871,0.27317,-0.085253,-0.081259,0.48623
0.6,-0.021815,-0.0003664,0.29322,-0.069602,-0.11438,0.4873,-0.022078,-0.0011142,0.29737,-0.065632,-0.11813,0.48197
0.65,-0.024567,-0.0069419,0.31746,-0.038408,-0.14695,0.48203,-0.024599,-0.0078318,0.32135,-0.033138,-0.14904,0.47697
0.7,-0.025447,-0.0149,0.34141,0.0053241,-0.16985,0.47565,-0.025183,-0.015863,0.34505,0.011777,-0.17061,0.4709
0.75,-0.023891,-0.023714,0.36501,0.057514,-0.17985,0.46844,-0.02331,-0.024654,0.36843,0.063864,-0.17827,0.46395
0.8,-0.019631,-0.032603,0.38824,0.1136,-0.17294,0.46039,-0.018727,-0.033414,0.39143,0.12011,-0.16937,0.45622
0.85,-0.012528,-0.040731,0.41104,0.16925,-0.14946,0.4517,-0.011341,-0.041318,0.41404,0.17411,-0.14404,0.44776
0.9,-0.0028422,-0.047275,0.43339,0.21696,-0.10956,0.44232,-0.0014411,-0.047546,0.4362,0.22062,-0.10238,0.43864
0.95,0.0090178,-0.051436,0.45526,0.25504,-0.055176,0.43239,0.01055,-0.051328,0.45789,0.25638,-0.047434,0.42897
1,0.022382,-0.052661,0.47663,0.27684,0.0075459,0.42214,0.023929,-0.052151,0.47909,0.2761,0.015888,0.41892
1.05,0.036431,-0.050548,0.49747,0.28233,0.077706,0.41147,0.037889,-0.049619,0.49978,0.2795,0.085591,0.40854
1.1,0.050326,-0.044933,0.51778,0.27054,0.14626,0.40086,0.051591,-0.043636,0.51994,0.26569,0.15322,0.39805
1.15,0.063194,-0.035974,0.53755,0.2413,0.2116,0.39,0.06417,-0.034349,0.53958,0.23464,0.21766,0.38748
1.2,0.074213,-0.023896,0.55678,0.19763,0.26941,0.37937,0.074836,-0.022024,0.55869,0.19013,0.27333,0.37697
1.25,0.082772,-0.0092396,0.57549,0.1428,0.31485,0.36885,0.082994,-0.0072145,0.57728,0.1343,0.31706,0.36661
1.3,0.088308,0.0073876,0.59367,0.077232,0.34808,0.35842,0.08809,0.0094789,0.59535,0.068587,0.34841,0.35643
1.35,0.09045,0.025324,0.61134,0.0082196,0.36684,0.34846,0.089811,0.027381,0.61293,-8.8968e-05,0.36523,0.34652
1.4,0.089095,0.043823,0.62852,-0.062766,0.37066,0.33868,0.088047,0.045755,0.63001,-0.070817,0.36725,0.33691
1.45,0.084153,0.062146,0.64521,-0.13444,0.36007,0.32921,0.082724,0.063871,0.64662,-0.14132,0.35532,0.32761
1.5,0.075756,0.079633,0.66145,-0.2004,0.33743,0.32022,0.074014,0.08109,0.66278,-0.2061,0.33147,0.31866
1.55,0.064213,0.09569,0.67724,-0.26034,0.30287,0.31148,0.062213,0.096821,0.6785,-0.26492,0.29579,0.31006
1.6,0.049829,0.10973,0.6926,-0.31365,0.2573,0.30309,0.047633,0.11049,0.69379,-0.31674,0.24984,0.30181
1.65,0.033019,0.12133,0.70755,-0.35703,0.20567,0.29516,0.030706,0.12171,0.70868,-0.35867,0.19796,0.29391
1.7,0.014294,0.1302,0.72212,-0.39028,0.14834,0.2875,0.011934,0.13019,0.72319,-0.39055,0.14042,0.28635
1.75,-0.0058401,0.13607,0.73631,-0.41339,0.085494,0.28014,-0.008182,0.13566,0.73732,-0.4124,0.077699,0.27913
1.8,-0.026878,0.13874,0.75014,-0.42647,0.021591,0.27322,-0.029141,0.13796,0.75111,-0.42431,0.014475,0.27222
1.85,-0.048321,0.13824,0.76363,-0.42957,-0.041524,0.26657,-0.050448,0.13712,0.76455,-0.42631,-0.048124,0.26562
1.9,-0.069669,0.1346,0.7768,-0.42269,-0.10399,0.26018,-0.071606,0.13316,0.77767,-0.4184,-0.1101,0.25932
1.95,-0.09043,0.12786,0.78966,-0.40641,-0.16497,0.25409,-0.092134,0.12614,0.79049,-0.40151,-0.17011,0.25331
2,-0.1102,0.11819,0.80222,-0.38316,-0.22103,0.24834,-0.11164,0.11623,0.80301,-0.3777,-0.22524,0.24756
2.05,-0.12863,0.10584,0.81449,-0.35301,-0.27206,0.24279,-0.12979,0.10369,0.81525,-0.34704,-0.27539,0.24206
2.1,-0.14538,0.091065,0.8265,-0.31598,-0.31805,0.23746,-0.14623,0.088774,0.82722,-0.30953,-0.32055,0.23681
2.15,-0.16012,0.074122,0.83824,-0.27297,-0.35863,0.2324,-0.16065,0.071729,0.83893,-0.26658,-0.36016,0.23179
2.2,-0.17264,0.055316,0.84974,-0.22721,-0.39251,0.22759,-0.17285,0.05287,0.8504,-0.22087,-0.39311,0.22698
2.25,-0.1828,0.034983,0.86101,-0.17874,-0.41967,0.22295,-0.18269,0.032529,0.86163,-0.17245,-0.41939,0.22237
2.3,-0.19047,0.013461,0.87204,-0.12756,-0.44009,0.21848,-0.19005,0.011042,0.87264,-0.12133,-0.43901,0.21796
2.35,-0.19551,-0.0089145,0.88286,-0.073889,-0.45384,0.21421,-0.19478,-0.011261,0.88343,-0.067967,-0.45203,0.21374
2.4,-0.19787,-0.03182,0.89347,-0.020542,-0.46139,0.21016,-0.19686,-0.03406,0.89402,-0.015147,-0.45895,0.20969
2.45,-0.19758,-0.054953,0.90388,0.031732,-0.4629,0.20625,-0.19631,-0.057055,0.9044,0.036671,-0.45985,0.20579
2.5,-0.19471,-0.078009,0.91409,0.082981,-0.45834,0.20247,-0.19321,-0.079945,0.9146,0.087489,-0.45472,0.20205
2.55,-0.1893,-0.10069,0.92413,0.1332,-0.44772,0.19884,-0.18758,-0.10243,0.92461,0.13731,-0.44358,0.19846
2.6,-0.18141,-0.12268,0.93398,0.18196,-0.43144,0.19537,-0.1795,-0.12421,0.93445,0.18541,-0.42705,0.19502
2.65,-0.17116,-0.14377,0.94366,0.22738,-0.41115,0.19205,-0.1691,-0.14507,0.94411,0.2302,-0.40653,0.19169
2.7,-0.15873,-0.16373,0.95319,0.2694,-0.3869,0.18883,-0.15654,-0.1648,0.95362,0.27163,-0.38209,0.18849
2.75,-0.14428,-0.18239,0.96255,0.30802,-0.35872,0.18573,-0.14199,-0.18321,0.96297,0.30969,-0.35372,0.1854
2.8,-0.12799,-0.19954,0.97176,0.34323,-0.32659,0.18272,-0.12562,-0.2001,0.97216,0.34438,-0.32141,0.18243
2.85,-0.11002,-0.21499,0.98082,0.37496,-0.29078,0.17984,-0.10761,-0.21529,0.98121,0.37554,-0.28567,0.17958
2.9,-0.090559,-0.22859,0.98975,0.40257,-0.25331,0.17708,-0.088138,-0.22865,0.99012,0.4026,-0.24836,0.17681
2.95,-0.069828,-0.24029,0.99853,0.42598,-0.21447,0.1744,-0.067419,-0.2401,0.99889,0.42549,-0.20965,0.17414
3,-0.048032,-0.25002,1.0072,0.44519,-0.17424,0.17181,-0.045659,-0.24959,1.0075,0.44421,-0.16955,0.17155
3.05,-0.02538,-0.25769,1.0157,0.46019,-0.13262,0.16929,-0.023067,-0.25703,1.0161,0.45877,-0.12805,0.16906
3.1,-0.002082,-0.26326,1.0241,0.47101,-0.089625,0.16685,0.00014832,-0.26237,1.0244,0.46915,-0.085164,0.16665
3.15,0.021654,-0.26665,1.0324,0.47781,-0.046028,0.16452,0.023783,-0.26555,1.0327,0.47563,-0.041992,0.16432
3.2,0.045638,-0.26788,1.0406,0.48095,-0.0033104,0.16226,0.047651,-0.26658,1.0409,0.47846,0.00038818,0.16206
3.25,0.069688,-0.26699,1.0486,0.48042,0.038603,0.16007,0.071568,-0.26552,1.0489,0.47763,0.041975,0.15987
3.3,0.093619,-0.26403,1.0566,0.47621,0.079702,0.15793,0.095352,-0.2624,1.0569,0.47314,0.082769,0.15774
3.35,0.11725,-0.25903,1.0644,0.46833,0.11999,0.15586,0.11882,-0.25726,1.0647,0.465,0.12277,0.15568
3.4,0.14039,-0.25204,1.0722,0.45678,0.15947,0.15384,0.14179,-0.25014,1.0724,0.4532,0.16198,0.15369
3.45,0.16287,-0.2431,1.0798,0.44192,0.19776,0.1519,0.16409,-0.24108,1.0801,0.43829,0.19983,0.15176
3.5,0.18455,-0.23231,1.0874,0.42473,0.23383,0.15003,0.18558,-0.23019,1.0876,0.42103,0.23552,0.14988
3.55,0.2053,-0.21976,1.0948,0.40519,0.26772,0.1482,0.20615,-0.21757,1.0951,0.40142,0.26904,0.14805
3.6,0.22503,-0.20557,1.1022,0.3833,0.29942,0.14641,0.22568,-0.20332,1.1024,0.37948,0.30039,0.14627
3.65,0.24359,-0.18985,1.1095,0.35906,0.32893,0.14468,0.24406,-0.18756,1.1097,0.35519,0.32956,0.14454
3.7,0.26089,-0.17271,1.1166,0.33248,0.35624,0.14298,0.26116,-0.1704,1.1169,0.32856,0.35657,0.14286
3.75,0.2768,-0.15426,1.1238,0.30357,0.38137,0.14134,0.27688,-0.15194,1.124,0.29965,0.3814,0.14123
3.8,0.29123,-0.13462,1.1308,0.27329,0.40402,0.13975,0.29111,-0.1323,1.131,0.26955,0.40371,0.13965
3.85,0.30412,-0.11391,1.1377,0.24228,0.42402,0.13821,0.30382,-0.11161,1.1379,0.23867,0.42341,0.1381
3.9,0.31544,-0.09226,1.1446,0.21048,0.44139,0.1367,0.31496,-0.090006,1.1448,0.207,0.44049,0.13659
3.95,0.32516,-0.069812,1.1514,0.17791,0.45611,0.13522,0.32451,-0.067609,1.1516,0.17454,0.45495,0.13511
4,0.33322,-0.046693,1.1581,0.14455,0.4682,0.13378,0.33241,-0.044555,1.1583,0.14129,0.46678,0.13368
4.05,0.3396,-0.023035,1.1648,0.11041,0.47766,0.13237,0.33862,-0.020974,1.165,0.10725,0.476,0.13228
4.1,0.34425,0.0010294,1.1714,0.075492,0.48448,0.131,0.34312,0.0030016,1.1715,0.072442,0.48261,0.13092
4.15,0.34714,0.025372,1.1779,0.040423,0.48883,0.12967,0.34587,0.027246,1.1781,0.037669,0.48679,0.1296
4.2,0.3483,0.049874,1.1843,0.0059697,0.49089,0.12838,0.34689,0.051643,1.1845,0.0034486,0.4887,0.1283
4.25,0.34775,0.074422,1.1907,-0.02792,0.49065,0.12711,0.34622,0.076078,1.1909,-0.030218,0.48831,0.12703
4.3,0.34552,0.098901,1.197,-0.061243,0.48812,0.12587,0.34388,0.10044,1.1972,-0.06333,0.48564,0.12579
4.35,0.34164,0.1232,1.2033,-0.093999,0.48329,0.12465,0.3399,0.1246,1.2035,-0.095889,0.48069,0.12458
4.4,0.33613,0.14719,1.2095,-0.12619,0.47617,0.12346,0.3343,0.14847,1.2097,-0.12789,0.47344,0.12339
4.45,0.32903,0.17078,1.2157,-0.15781,0.46676,0.1223,0.32712,0.17191,1.2158,-0.15935,0.46391,0.12224
4.5,0.32036,0.19383,1.2217,-0.18885,0.45507,0.12116,0.31838,0.19482,1.2219,-0.19018,0.45216,0.12111
4.55,0.31016,0.21625,1.2278,-0.21871,0.44169,0.12007,0.30812,0.2171,1.2279,-0.21976,0.43879,0.12001
4.6,0.29851,0.23797,1.2337,-0.24712,0.42686,0.11899,0.29642,0.23868,1.2339,-0.24794,0.42396,0.11893
4.65,0.28547,0.25892,1.2397,-0.27411,0.41057,0.11793,0.28335,0.25947,1.2398,-0.2747,0.40767,0.11787
4.7,0.27112,0.27901,1.2455,-0.29968,0.39281,0.11689,0.26898,0.27942,1.2457,-0.30006,0.38991,0.11683
4.75,0.25553,0.29817,1.2514,-0.32382,0.3736,0.11587,0.25337,0.29844,1.2515,-0.32401,0.37069,0.11581
4.8,0.23876,0.31634,1.2571,-0.34655,0.35291,0.11487,0.2366,0.31646,1.2573,-0.34655,0.35001,0.11482
4.85,0.2209,0.33344,1.2628,-0.36786,0.33077,0.11389,0.21874,0.33341,1.263,-0.36768,0.32786,0.11385
4.9,0.202,0.34939,1.2685,-0.38775,0.30715,0.11294,0.19985,0.34922,1.2686,-0.38741,0.30425,0.1129
4.95,0.18215,0.36414,1.2741,-0.4061,0.28249,0.112,0.18002,0.36383,1.2743,-0.40557,0.27973,0.11196
5,0.16142,0.37764,1.2797,-0.42274,0.25738,0.11109,0.15933,0.37719,1.2798,-0.42203,0.25472,0.11105
5.05,0.1399,0.38987,1.2852,-0.43768,0.23179,0.1102,0.13785,0.38929,1.2854,-0.4368,0.22924,0.11015
5.1,0.11768,0.40081,1.2907,-0.45091,0.20572,0.10932,0.11567,0.4001,1.2909,-0.44988,0.20327,0.10927
5.15,0.09484,0.41043,1.2962,-0.46244,0.17918,0.10845,0.092888,0.40961,1.2963,-0.46127,0.17682,0.1084
5.2,0.071466,0.41872,1.3016,-0.47227,0.15217,0.1076,0.069576,0.41778,1.3017,-0.47096,0.14989,0.10755
5.25,0.047642,0.42564,1.3069,-0.4804,0.12468,0.10676,0.04582,0.42459,1.3071,-0.47896,0.12248,0.10672
5.3,0.023454,0.43118,1.3123,-0.48682,0.096707,0.10594,0.021708,0.43002,1.3124,-0.48527,0.094592,0.10591
5.35,-0.0010122,0.4353,1.3175,-0.49155,0.068263,0.10514,-0.0026781,0.43404,1.3176,-0.48988,0.066223,0.10511
5.4,-0.025674,0.438,1.3228,-0.49467,0.039734,0.10435,-0.027255,0.43664,1.3229,-0.49293,0.037892,0.10432
5.45,-0.050455,0.43928,1.328,-0.49631,0.011624,0.10359,-0.051947,0.43784,1.3281,-0.4945,0.0099396,0.10355
5.5,-0.075281,0.43917,1.3331,-0.49647,-0.0161,0.10283,-0.07668,0.43764,1.3332,-0.49458,-0.017635,0.10279
5.55,-0.10008,0.43768,1.3383,-0.49513,-0.043437,0.10208,-0.10138,0.43608,1.3384,-0.49317,-0.04483,0.10205
5.6,-0.12477,0.43483,1.3433,-0.49231,-0.070387,0.10135,-0.12597,0.43317,1.3434,-0.49029,-0.071648,0.10131
5.65,-0.14928,0.43065,1.3484,-0.48799,-0.09695,0.10063,-0.15038,0.42892,1.3485,-0.48592,-0.098087,0.10059
5.7,-0.17354,0.42514,1.3534,-0.48219,-0.12313,0.099916,-0.17454,0.42336,1.3535,-0.48006,-0.12415,0.099884
5.75,-0.19748,0.41834,1.3584,-0.47491,-0.14892,0.099217,-0.19837,0.41651,1.3585,-0.47272,-0.14983,0.099189
5.8,-0.22101,0.41026,1.3633,-0.46613,-0.17432,0.098529,-0.22179,0.40839,1.3634,-0.4639,-0.17513,0.098506
5.85,-0.24407,0.40092,1.3682,-0.4559,-0.19931,0.097855,-0.24473,0.39901,1.3683,-0.45366,-0.19999,0.097836
5.9,-0.26658,0.39034,1.3731,-0.44462,-0.22346,0.097199,-0.26714,0.3884,1.3732,-0.44241,-0.22397,0.097175
5.95,-0.28851,0.37859,1.378,-0.43239,-0.24666,0.096551,-0.28896,0.37662,1.378,-0.43019,-0.24702,0.096525
6,-0.30981,0.36569,1.3828,-0.4192,-0.26891,0.095912,-0.31014,0.36372,1.3829,-0.41703,-0.26913,0.095885
6.05,-0.33042,0.35171,1.3875,-0.40507,-0.29021,0.095282,-0.33064,0.34973,1.3876,-0.40291,-0.29031,0.095254
6.1,-0.3503,0.33669,1.3923,-0.38997,-0.31057,0.094661,-0.35042,0.3347,1.3924,-0.38783,-0.31055,0.094633
6.15,-0.3694,0.32067,1.397,-0.37393,-0.32999,0.094049,-0.36941,0.31869,1.3971,-0.3718,-0.32985,0.094022
6.2,-0.38767,0.3037,1.4017,-0.35693,-0.34846,0.093446,-0.38758,0.30173,1.4018,-0.35481,-0.34821,0.093421
6.25,-0.40507,0.28584,1.4064,-0.33898,-0.36599,0.092852,-0.40488,0.28388,1.4064,-0.33687,-0.36564,0.09283
6.3,-0.42155,0.26712,1.411,-0.32007,-0.38257,0.092267,-0.42125,0.26518,1.4111,-0.31798,-0.38213,0.092248
6.35,-0.43707,0.2476,1.4156,-0.30021,-0.39821,0.091691,-0.43666,0.24568,1.4157,-0.29814,-0.39768,0.091677
6.4,-0.45157,0.22732,1.4202,-0.27977,-0.4128,0.09113,-0.45106,0.22543,1.4202,-0.27781,-0.41216,0.091113
6.45,-0.46504,0.20634,1.4247,-0.25904,-0.42625,0.090577,-0.46443,0.20449,1.4248,-0.25716,-0.42551,0.090557
6.5,-0.47746,0.18471,1.4292,-0.238,-0.43856,0.09003,-0.47677,0.1829,1.4293,-0.23619,-0.43773,0.090009
6.55,-0.48883,0.1625,1.4337,-0.21665,-0.44974,0.089491,-0.48805,0.16073,1.4338,-0.21492,-0.44881,0.089469
6.6,-0.49912,0.13976,1.4382,-0.195,-0.45978,0.088958,-0.49825,0.13804,1.4382,-0.19333,-0.45877,0.088936
6.65,-0.50833,0.11654,1.4426,-0.17304,-0.46868,0.088432,-0.50737,0.11488,1.4427,-0.17144,-0.46759,0.08841
6.7,-0.51642,0.092907,1.447,-0.15077,-0.47645,0.087914,-0.51539,0.091299,1.4471,-0.14923,-0.47529,0.087893
6.75,-0.5234,0.068914,1.4514,-0.12819,-0.48308,0.087402,-0.52229,0.067365,1.4515,-0.12671,-0.48186,0.087383
6.8,-0.52924,0.044618,1.4557,-0.10531,-0.48858,0.086897,-0.52806,0.043132,1.4558,-0.10388,-0.48729,0.08688
6.85,-0.53392,0.020075,1.4601,-0.082111,-0.49295,0.086399,-0.53268,0.018655,1.4602,-0.080731,-0.4916,0.086385
6.9,-0.53744,-0.0046576,1.4644,-0.058612,-0.49618,0.085909,-0.53613,-0.0060089,1.4645,-0.057292,-0.49478,0.085898
6.95,-0.53979,-0.029525,1.4687,-0.035141,-0.49835,0.08543,-0.53841,-0.030805,1.4687,-0.03395,-0.49692,0.085417
7,-0.54096,-0.054476,1.4729,-0.011956,-0.49953,0.084957,-0.53953,-0.055684,1.473,-0.010869,-0.49806,0.084943
7.05,-0.54099,-0.079462,1.4772,0.010963,-0.49971,0.08449,-0.5395,-0.080595,1.4772,0.011951,-0.49821,0.084474
7.1,-0.53987,-0.10443,1.4814,0.033614,-0.49889,0.084028,-0.53834,-0.10549,1.4814,0.034509,-0.49736,0.084011
7.15,-0.53763,-0.12933,1.4856,0.055998,-0.49707,0.083572,-0.53605,-0.13031,1.4856,0.056805,-0.49551,0.083554
7.2,-0.53427,-0.15412,1.4897,0.078115,-0.49425,0.08312,-0.53266,-0.15502,1.4898,0.078841,-0.49266,0.083103
7.25,-0.52982,-0.17874,1.4939,0.099966,-0.49043,0.082675,-0.52817,-0.17956,1.4939,0.10061,-0.48882,0.082658
7.3,-0.52428,-0.20315,1.498,0.12155,-0.48561,0.082234,-0.5226,-0.20389,1.4981,0.12213,-0.48397,0.082218
7.35,-0.51767,-0.22729,1.5021,0.14287,-0.47979,0.0818,-0.51596,-0.22794,1.5022,0.14338,-0.47813,0.081785
7.4,-0.51,-0.25111,1.5062,0.16392,-0.47297,0.08137,-0.50827,-0.25168,1.5062,0.16437,-0.47129,0.081358
7.45,-0.50128,-0.27457,1.5102,0.18471,-0.46516,0.080946,-0.49953,-0.27506,1.5103,0.1851,-0.46346,0.080937
7.5,-0.49153,-0.29761,1.5143,0.20521,-0.45636,0.080529,-0.48976,-0.29801,1.5143,0.20551,-0.45467,0.080521
7.55,-0.48077,-0.32019,1.5183,0.22512,-0.44686,0.080121,-0.47899,-0.32051,1.5184,0.22532,-0.4452,0.080111
7.6,-0.46903,-0.34228,1.5223,0.24439,-0.43672,0.079717,-0.46724,-0.34252,1.5224,0.2445,-0.43508,0.079705
7.65,-0.45634,-0.36385,1.5263,0.263,-0.42594,0.079317,-0.45455,-0.36401,1.5263,0.26303,-0.42432,0.079303
7.7,-0.44274,-0.38487,1.5302,0.28097,-0.41451,0.078921,-0.44095,-0.38494,1.5303,0.28092,-0.41291,0.078907
7.75,-0.42826,-0.40529,1.5342,0.2983,-0.40243,0.078529,-0.42647,-0.40529,1.5342,0.29816,-0.40085,0.078515
7.8,-0.41292,-0.4251,1.5381,0.31497,-0.38971,0.078142,-0.41114,-0.42502,1.5381,0.31477,-0.38815,0.078127
7.85,-0.39677,-0.44425,1.542,0.33101,-0.37634,0.077759,-0.395,-0.44409,1.542,0.33074,-0.37479,0.077745
7.9,-0.37983,-0.46272,1.5458,0.34639,-0.36233,0.07738,-0.37808,-0.46249,1.5459,0.34606,-0.3608,0.077366
7.95,-0.36214,-0.48048,1.5497,0.36113,-0.34767,0.077005,-0.36041,-0.48016,1.5498,0.36074,-0.34615,0.076993
8,-0.34373,-0.49748,1.5535,0.37523,-0.33236,0.076635,-0.34202,-0.49709,1.5536,0.37478,-0.33086,0.076624
8.05,-0.32463,-0.5137,1.5574,0.38868,-0.31641,0.076269,-0.32294,-0.51324,1.5574,0.38818,-0.31492,0.07626
8.1,-0.30487,-0.52911,1.5612,0.40149,-0.29981,0.075907,-0.30321,-0.52857,1.5612,0.40094,-0.29834,0.075901
8.15,-0.28449,-0.54368,1.565,0.41359,-0.28275,0.075553,-0.28286,-0.54307,1.565,0.41298,-0.28135,0.075546
8.2,-0.26353,-0.55738,1.5687,0.42491,-0.2655,0.075203,-0.26192,-0.5567,1.5688,0.42424,-0.26416,0.075194
8.25,-0.24202,-0.57022,1.5725,0.43545,-0.24803,0.074857,-0.24045,-0.56948,1.5725,0.43472,-0.24675,0.074846
8.3,-0.22,-0.58218,1.5762,0.4452,-0.23036,0.074514,-0.21847,-0.58138,1.5763,0.44442,-0.22913,0.074502
8.35,-0.19751,-0.59325,1.5799,0.45417,-0.21248,0.074174,-0.19602,-0.59239,1.58,0.45335,-0.2113,0.074162
8.4,-0.17459,-0.60343,1.5836,0.46236,-0.1944,0.073837,-0.17314,-0.6025,1.5837,0.46149,-0.19326,0.073825
8.45,-0.15129,-0.61269,1.5873,0.46977,-0.1761,0.073504,-0.14988,-0.61171,1.5874,0.46886,-0.17501,0.073493
8.5,-0.12763,-0.62103,1.591,0.4764,-0.15759,0.073175,-0.12627,-0.62,1.591,0.47545,-0.15655,0.073163
8.55,-0.10366,-0.62845,1.5946,0.48225,-0.13888,0.072849,-0.10235,-0.62736,1.5947,0.48126,-0.13787,0.072838
8.6,-0.079416,-0.63492,1.5983,0.48731,-0.11996,0.072526,-0.078158,-0.63378,1.5983,0.48629,-0.11898,0.072516
8.65,-0.05494,-0.64044,1.6019,0.4916,-0.10083,0.072206,-0.053734,-0.63926,1.6019,0.49054,-0.099887,0.072198
8.7,-0.030269,-0.645,1.6055,0.4951,-0.081488,0.071891,-0.029116,-0.64377,1.6055,0.49402,-0.080579,0.071884
8.75,-0.0054425,-0.64858,1.6091,0.49783,-0.061938,0.071578,-0.0043449,-0.64731,1.6091,0.49671,-0.061059,0.071573
8.8,0.019501,-0.65119,1.6126,0.49979,-0.042265,0.071271,0.020542,-0.64987,1.6127,0.49866,-0.041463,0.071266
8.85,0.044525,-0.65281,1.6162,0.50106,-0.022775,0.070968,0.045509,-0.65146,1.6163,0.49991,-0.022044,0.070962
8.9,0.069595,-0.65347,1.6197,0.50163,-0.0034737,0.070668,0.070521,-0.65208,1.6198,0.50046,-0.0028105,0.07066
8.95,0.094676,-0.65316,1.6233,0.5015,0.015639,0.070371,0.095544,-0.65174,1.6233,0.50033,0.016239,0.070362
9,0.11973,-0.65191,1.6268,0.50069,0.034565,0.070075,0.12054,-0.65046,1.6268,0.4995,0.035105,0.070066
9.05,0.14473,-0.64971,1.6303,0.49918,0.053302,0.069783,0.14548,-0.64824,1.6303,0.49797,0.053786,0.069773
9.1,0.16964,-0.64658,1.6338,0.49697,0.071851,0.069493,0.17033,-0.64508,1.6338,0.49576,0.072283,0.069483
9.15,0.19442,-0.64253,1.6372,0.49407,0.090213,0.069205,0.19505,-0.64101,1.6373,0.49284,0.090596,0.069195
9.2,0.21904,-0.63756,1.6407,0.49047,0.10839,0.06892,0.2196,-0.63603,1.6407,0.48924,0.10872,0.068911
9.25,0.24345,-0.63169,1.6441,0.48618,0.12638,0.068638,0.24396,-0.63014,1.6442,0.48494,0.12667,0.068629
9.3,0.26764,-0.62493,1.6475,0.4812,0.14418,0.068358,0.26808,-0.62336,1.6476,0.47995,0.14443,0.06835
9.35,0.29156,-0.61728,1.651,0.47552,0.16179,0.068081,0.29194,-0.6157,1.651,0.47426,0.162,0.068074
9.4,0.31518,-0.60875,1.6544,0.46915,0.17922,0.067807,0.3155,-0.60717,1.6544,0.46788,0.1794,0.067801
9.45,0.33847,-0.59936,1.6577,0.46208,0.19646,0.067535,0.33872,-0.59776,1.6578,0.46081,0.1966,0.067531
9.5,0.36138,-0.58911,1.6611,0.45437,0.21346,0.067267,0.36157,-0.58751,1.6612,0.45312,0.21355,0.067263
9.55,0.3839,-0.57802,1.6645,0.4462,0.23002,0.067004,0.38402,-0.57642,1.6645,0.44496,0.23004,0.066998
9.6,0.40599,-0.56612,1.6678,0.43758,0.24613,0.066742,0.40606,-0.56451,1.6679,0.43636,0.24609,0.066736
